NTAX,PSIZ,DLRT,REPL,SQLN,NGEN,MTHD,SERF,SECS
100,50000000,1e-10,6,100,500,apro-v2,0.030928,21
100,50000000,1e-10,6,100,500,astrid,0.14433,2
100,50000000,1e-10,6,100,500,duptree,0.030928,554
100,50000000,1e-10,6,100,500,fastmulrfs-single,0.030928,64
100,50000000,1e-10,6,100,500,mulrf,0.030928,7396
100,50000000,1e-10,6,100,500,stag,0.226804,3
100,50000000,1e-10,6,250,25,astral-multi,0.092784,23
100,50000000,1e-10,6,250,25,apro,0.072165,3
100,50000000,1e-10,6,250,25,apro-w-true,0.072165,3
100,50000000,1e-10,6,250,25,apro-v2,0.072165,3
100,50000000,1e-10,6,250,25,astrid,0.278351,0
100,50000000,1e-10,6,250,25,duptree,0.092784,27
100,50000000,1e-10,6,250,25,fastmulrfs-single,0.092784,3
100,50000000,1e-10,6,250,25,mulrf,0.072165,76
100,50000000,1e-10,6,250,25,stag,NA,NA
100,50000000,1e-10,6,250,50,astral-multi,0.072165,49
100,50000000,1e-10,6,250,50,apro,0.072165,7
100,50000000,1e-10,6,250,50,apro-w-true,0.072165,5
100,50000000,1e-10,6,250,50,apro-v2,0.072165,9
100,50000000,1e-10,6,250,50,astrid,0.154639,5
100,50000000,1e-10,6,250,50,duptree,0.103093,52
100,50000000,1e-10,6,250,50,fastmulrfs-single,0.061856,5
100,50000000,1e-10,6,250,50,mulrf,0.061856,230
100,50000000,1e-10,6,250,50,stag,0.247423,1
100,50000000,1e-10,6,250,100,astral-multi,0.030928,108
100,50000000,1e-10,6,250,100,apro,0.010309,6
100,50000000,1e-10,6,250,100,apro-w-true,0.010309,10
100,50000000,1e-10,6,250,100,apro-v2,0.010309,10
100,50000000,1e-10,6,250,100,astrid,0.123711,0
100,50000000,1e-10,6,250,100,duptree,0.082474,108
100,50000000,1e-10,6,250,100,fastmulrfs-single,0.030928,14
100,50000000,1e-10,6,250,100,mulrf,0.030928,692
100,50000000,1e-10,6,250,100,stag,0.237113,1
100,50000000,1e-10,6,250,500,astral-multi,0.020619,572
100,50000000,1e-10,6,250,500,apro,0.020619,15
100,50000000,1e-10,6,250,500,apro-w-true,0.020619,17
100,50000000,1e-10,6,250,500,apro-v2,0.020619,17
100,50000000,1e-10,6,250,500,astrid,0.134021,2
100,50000000,1e-10,6,250,500,duptree,0.030928,542
100,50000000,1e-10,6,250,500,fastmulrfs-single,0.010309,43
100,50000000,1e-10,6,250,500,mulrf,0.010309,6435
100,50000000,1e-10,6,250,500,stag,0.154639,4
100,50000000,1e-10,7,0,25,astral-multi,0.020619,13
100,50000000,1e-10,7,0,25,apro,0.010309,3
100,50000000,1e-10,7,0,25,apro-w-true,0.010309,3
100,50000000,1e-10,7,0,25,apro-v2,0.010309,6
100,50000000,1e-10,7,0,25,astrid,0.103093,1
100,50000000,1e-10,7,0,25,duptree,0.0,23
100,50000000,1e-10,7,0,25,fastmulrfs-single,0.010309,2
100,50000000,1e-10,7,0,25,mulrf,0.010309,70
100,50000000,1e-10,7,0,25,stag,0.113402,1
100,50000000,1e-10,7,0,50,astral-multi,0.0,43
100,50000000,1e-10,7,0,50,apro,0.0,6
100,50000000,1e-10,7,0,50,apro-w-true,0.0,3
100,50000000,1e-10,7,0,50,apro-v2,0.0,7
100,50000000,1e-10,7,0,50,astrid,0.072165,0
100,50000000,1e-10,7,0,50,duptree,0.0,47
100,50000000,1e-10,7,0,50,fastmulrfs-single,0.010309,4
100,50000000,1e-10,7,0,50,mulrf,0.010309,353
100,50000000,1e-10,7,0,50,stag,0.113402,0
100,50000000,1e-10,7,0,100,astral-multi,0.0,87
100,50000000,1e-10,7,0,100,apro,0.0,4
100,50000000,1e-10,7,0,100,apro-w-true,0.0,5
100,50000000,1e-10,7,0,100,apro-v2,0.0,9
100,50000000,1e-10,7,0,100,astrid,0.082474,0
100,50000000,1e-10,7,0,100,duptree,0.0,96
100,50000000,1e-10,7,0,100,fastmulrfs-single,0.0,6
100,50000000,1e-10,7,0,100,mulrf,0.0,530
100,50000000,1e-10,7,0,100,stag,0.113402,1
100,50000000,1e-10,7,0,500,astral-multi,0.0,498
100,50000000,1e-10,7,0,500,apro,0.0,13
100,50000000,1e-10,7,0,500,apro-w-true,0.0,13
100,50000000,1e-10,7,0,500,apro-v2,0.0,13
100,50000000,1e-10,7,0,500,astrid,0.020619,1
100,50000000,1e-10,7,0,500,duptree,0.0,495
100,50000000,1e-10,7,0,500,fastmulrfs-single,0.0,30
100,50000000,1e-10,7,0,500,mulrf,0.0,6335
100,50000000,1e-10,7,0,500,stag,0.020619,3
100,50000000,1e-10,7,25,25,astral-multi,0.206186,30
100,50000000,1e-10,7,25,25,apro,0.123711,5
100,50000000,1e-10,7,25,25,apro-w-true,0.103093,4
100,50000000,1e-10,7,25,25,apro-v2,0.103093,8
100,50000000,1e-10,7,25,25,astrid,0.309278,5
100,50000000,1e-10,7,25,25,duptree,0.525773,29
100,50000000,1e-10,7,25,25,fastmulrfs-single,0.216495,4
100,50000000,1e-10,7,25,25,mulrf,0.237113,102
100,50000000,1e-10,7,25,25,stag,0.752577,1
100,50000000,1e-10,7,25,50,astral-multi,0.195876,81
100,50000000,1e-10,7,25,50,apro,0.134021,5
100,50000000,1e-10,7,25,50,apro-w-true,0.134021,9
100,50000000,1e-10,7,25,50,apro-v2,0.134021,9
100,50000000,1e-10,7,25,50,astrid,0.237113,5
100,50000000,1e-10,7,25,50,duptree,0.474227,59
100,50000000,1e-10,7,25,50,fastmulrfs-single,0.164948,7
100,50000000,1e-10,7,25,50,mulrf,0.185567,230
100,50000000,1e-10,7,25,50,stag,0.752577,0
100,50000000,1e-10,7,25,100,astral-multi,0.123711,189
100,50000000,1e-10,7,25,100,apro,0.072165,8
100,50000000,1e-10,7,25,100,apro-w-true,0.072165,10
100,50000000,1e-10,7,25,100,apro-v2,0.072165,14
100,50000000,1e-10,7,25,100,astrid,0.195876,0
100,50000000,1e-10,7,25,100,duptree,0.402062,114
100,50000000,1e-10,7,25,100,fastmulrfs-single,0.113402,18
100,50000000,1e-10,7,25,100,mulrf,0.123711,642
100,50000000,1e-10,7,25,100,stag,0.752577,1
100,50000000,1e-10,7,25,500,astral-multi,0.051546,1561
100,50000000,1e-10,7,25,500,apro,0.051546,37
100,50000000,1e-10,7,25,500,apro-w-true,0.051546,37
100,50000000,1e-10,7,25,500,apro-v2,0.051546,36
100,50000000,1e-10,7,25,500,astrid,0.113402,2
100,50000000,1e-10,7,25,500,duptree,0.216495,598
100,50000000,1e-10,7,25,500,fastmulrfs-single,0.030928,259
100,50000000,1e-10,7,25,500,mulrf,0.030928,6549
100,50000000,1e-10,7,25,500,stag,0.324742,17
100,50000000,1e-10,7,50,25,astral-multi,0.134021,24
100,50000000,1e-10,7,50,25,apro,0.082474,3
100,50000000,1e-10,7,50,25,apro-w-true,0.082474,4
100,50000000,1e-10,7,50,25,apro-v2,0.082474,7
100,50000000,1e-10,7,50,25,astrid,0.195876,0
100,50000000,1e-10,7,50,25,duptree,0.505155,27
100,50000000,1e-10,7,50,25,fastmulrfs-single,0.134021,3
100,50000000,1e-10,7,50,25,mulrf,0.164948,109
100,50000000,1e-10,7,50,25,stag,0.618557,0
100,50000000,1e-10,7,50,50,astral-multi,0.103093,63
100,50000000,1e-10,7,50,50,apro,0.113402,5
100,50000000,1e-10,7,50,50,apro-w-true,0.113402,6
100,50000000,1e-10,7,50,50,apro-v2,0.113402,9
100,50000000,1e-10,7,50,50,astrid,0.185567,0
100,50000000,1e-10,7,50,50,duptree,0.28866,56
100,50000000,1e-10,7,50,50,fastmulrfs-single,0.134021,6
100,50000000,1e-10,7,50,50,mulrf,0.123711,503
100,50000000,1e-10,7,50,50,stag,0.618557,1
100,50000000,1e-10,7,50,100,astral-multi,0.092784,122
100,50000000,1e-10,7,50,100,apro,0.082474,8
100,50000000,1e-10,7,50,100,apro-w-true,0.082474,6
100,50000000,1e-10,7,50,100,apro-v2,0.082474,8
100,50000000,1e-10,7,50,100,astrid,0.154639,0
100,50000000,1e-10,7,50,100,duptree,0.237113,114
100,50000000,1e-10,7,50,100,fastmulrfs-single,0.041237,13
100,50000000,1e-10,7,50,100,mulrf,0.051546,584
100,50000000,1e-10,7,50,100,stag,0.618557,1
100,50000000,1e-10,7,50,500,astral-multi,0.020619,904
100,50000000,1e-10,7,50,500,apro,0.020619,27
100,50000000,1e-10,7,50,500,apro-w-true,0.020619,24
100,50000000,1e-10,7,50,500,apro-v2,0.020619,23
100,50000000,1e-10,7,50,500,astrid,0.072165,2
100,50000000,1e-10,7,50,500,duptree,0.041237,543
100,50000000,1e-10,7,50,500,fastmulrfs-single,0.030928,123
100,50000000,1e-10,7,50,500,mulrf,0.030928,7637
100,50000000,1e-10,7,50,500,stag,0.159794,3
100,50000000,1e-10,7,100,25,astral-multi,0.113402,14
100,50000000,1e-10,7,100,25,apro,0.082474,5
100,50000000,1e-10,7,100,25,apro-w-true,0.082474,3
100,50000000,1e-10,7,100,25,apro-v2,0.082474,8
100,50000000,1e-10,7,100,25,astrid,0.164948,0
100,50000000,1e-10,7,100,25,duptree,0.123711,23
100,50000000,1e-10,7,100,25,fastmulrfs-single,0.072165,3
100,50000000,1e-10,7,100,25,mulrf,0.082474,101
100,50000000,1e-10,7,100,25,stag,0.474227,1
100,50000000,1e-10,7,100,50,astral-multi,0.051546,52
100,50000000,1e-10,7,100,50,apro,0.041237,4
100,50000000,1e-10,7,100,50,apro-w-true,0.041237,4
100,50000000,1e-10,7,100,50,apro-v2,0.041237,8
100,50000000,1e-10,7,100,50,astrid,0.082474,5
100,50000000,1e-10,7,100,50,duptree,0.082474,47
100,50000000,1e-10,7,100,50,fastmulrfs-single,0.041237,3
100,50000000,1e-10,7,100,50,mulrf,0.041237,583
100,50000000,1e-10,7,100,50,stag,0.474227,0
100,50000000,1e-10,7,100,100,astral-multi,0.051546,109
100,50000000,1e-10,7,100,100,apro,0.020619,8
100,50000000,1e-10,7,100,100,apro-w-true,0.020619,6
100,50000000,1e-10,7,100,100,apro-v2,0.020619,7
100,50000000,1e-10,7,100,100,astrid,0.113402,0
100,50000000,1e-10,7,100,100,duptree,0.061856,108
100,50000000,1e-10,7,100,100,fastmulrfs-single,0.030928,13
100,50000000,1e-10,7,100,100,mulrf,0.030928,603
100,50000000,1e-10,7,100,100,stag,0.474227,1
100,50000000,1e-10,7,100,500,astral-multi,0.041237,519
100,50000000,1e-10,7,100,500,apro,0.020619,21
100,50000000,1e-10,7,100,500,apro-w-true,0.020619,17
100,50000000,1e-10,7,100,500,apro-v2,0.020619,19
100,50000000,1e-10,7,100,500,astrid,0.072165,2
100,50000000,1e-10,7,100,500,duptree,0.020619,536
100,50000000,1e-10,7,100,500,fastmulrfs-single,0.020619,67
100,50000000,1e-10,7,100,500,mulrf,0.020619,7570
100,50000000,1e-10,7,100,500,stag,0.092784,3
100,50000000,1e-10,7,250,25,astral-multi,0.092784,14
100,50000000,1e-10,7,250,25,apro,0.061856,3
100,50000000,1e-10,7,250,25,apro-w-true,0.061856,3
100,50000000,1e-10,7,250,25,apro-v2,0.061856,4
100,50000000,1e-10,7,250,25,astrid,0.14433,0
100,50000000,1e-10,7,250,25,duptree,0.061856,24
100,50000000,1e-10,7,250,25,fastmulrfs-single,0.051546,2
100,50000000,1e-10,7,250,25,mulrf,0.072165,73
100,50000000,1e-10,7,250,25,stag,0.278351,0
100,50000000,1e-10,7,250,50,astral-multi,0.051546,43
100,50000000,1e-10,7,250,50,apro,0.051546,5
100,50000000,1e-10,7,250,50,apro-w-true,0.051546,5
100,50000000,1e-10,7,250,50,apro-v2,0.051546,9
100,50000000,1e-10,7,250,50,astrid,0.103093,5
100,50000000,1e-10,7,250,50,duptree,0.041237,49
100,50000000,1e-10,7,250,50,fastmulrfs-single,0.030928,5
100,50000000,1e-10,7,250,50,mulrf,0.041237,234
100,50000000,1e-10,7,250,50,stag,0.278351,1
100,50000000,1e-10,7,250,100,astral-multi,0.030928,91
100,50000000,1e-10,7,250,100,apro,0.041237,6
100,50000000,1e-10,7,250,100,apro-w-true,0.041237,10
100,50000000,1e-10,7,250,100,apro-v2,0.041237,12
100,50000000,1e-10,7,250,100,astrid,0.103093,0
100,50000000,1e-10,7,250,100,duptree,0.041237,103
100,50000000,1e-10,7,250,100,fastmulrfs-single,0.030928,15
100,50000000,1e-10,7,250,100,mulrf,0.030928,589
100,50000000,1e-10,7,250,100,stag,0.278351,0
100,50000000,1e-10,7,250,500,astral-multi,0.010309,508
100,50000000,1e-10,7,250,500,apro,0.0,14
100,50000000,1e-10,7,250,500,apro-w-true,0.0,18
100,50000000,1e-10,7,250,500,apro-v2,0.0,16
100,50000000,1e-10,7,250,500,astrid,0.051546,2
100,50000000,1e-10,7,250,500,duptree,0.010309,520
100,50000000,1e-10,7,250,500,fastmulrfs-single,0.0,41
100,50000000,1e-10,7,250,500,mulrf,0.0,6877
100,50000000,1e-10,7,250,500,stag,0.072165,3
100,50000000,1e-10,8,0,25,astral-multi,0.051546,31
100,50000000,1e-10,8,0,25,apro,0.020619,4
100,50000000,1e-10,8,0,25,apro-w-true,0.020619,4
100,50000000,1e-10,8,0,25,apro-v2,0.020619,6
100,50000000,1e-10,8,0,25,astrid,0.113402,1
100,50000000,1e-10,8,0,25,duptree,0.010309,25
100,50000000,1e-10,8,0,25,fastmulrfs-single,0.020619,2
100,50000000,1e-10,8,0,25,mulrf,0.030928,83
100,50000000,1e-10,8,0,25,stag,NA,NA
100,50000000,1e-10,8,0,50,astral-multi,0.020619,49
100,50000000,1e-10,8,0,50,apro,0.010309,7
100,50000000,1e-10,8,0,50,apro-w-true,0.010309,4
100,50000000,1e-10,8,0,50,apro-v2,0.010309,4
100,50000000,1e-10,8,0,50,astrid,0.154639,0
100,50000000,1e-10,8,0,50,duptree,0.0,52
100,50000000,1e-10,8,0,50,fastmulrfs-single,0.010309,9
100,50000000,1e-10,8,0,50,mulrf,0.010309,411
100,50000000,1e-10,8,0,50,stag,NA,NA
100,50000000,1e-10,8,0,100,astral-multi,0.010309,99
100,50000000,1e-10,8,0,100,apro,0.010309,5
100,50000000,1e-10,8,0,100,apro-w-true,0.010309,6
100,50000000,1e-10,8,0,100,apro-v2,0.010309,9
100,50000000,1e-10,8,0,100,astrid,0.092784,1
100,50000000,1e-10,8,0,100,duptree,0.0,103
100,50000000,1e-10,8,0,100,fastmulrfs-single,0.0,6
100,50000000,1e-10,8,0,100,mulrf,0.0,557
100,50000000,1e-10,8,0,100,stag,0.113402,1
100,50000000,1e-10,8,0,500,astral-multi,0.010309,934
100,50000000,1e-10,8,0,500,apro,0.010309,13
100,50000000,1e-10,8,0,500,apro-w-true,0.010309,14
100,50000000,1e-10,8,0,500,apro-v2,0.010309,14
100,50000000,1e-10,8,0,500,astrid,0.082474,1
100,50000000,1e-10,8,0,500,duptree,0.0,511
100,50000000,1e-10,8,0,500,fastmulrfs-single,0.010309,24
100,50000000,1e-10,8,0,500,mulrf,0.010309,6475
100,50000000,1e-10,8,0,500,stag,0.041237,3
100,50000000,1e-10,8,25,25,astral-multi,0.391753,40
100,50000000,1e-10,8,25,25,apro,0.206186,6
100,50000000,1e-10,8,25,25,apro-w-true,0.216495,4
100,50000000,1e-10,8,25,25,apro-v2,0.206186,7
100,50000000,1e-10,8,25,25,astrid,0.360825,5
100,50000000,1e-10,8,25,25,duptree,0.628866,32
100,50000000,1e-10,8,25,25,fastmulrfs-single,0.268041,5
100,50000000,1e-10,8,25,25,mulrf,0.247423,121
100,50000000,1e-10,8,25,25,stag,NA,NA
100,50000000,1e-10,8,25,50,astral-multi,0.206186,93
100,50000000,1e-10,8,25,50,apro,0.134021,5
100,50000000,1e-10,8,25,50,apro-w-true,0.134021,5
100,50000000,1e-10,8,25,50,apro-v2,0.14433,11
100,50000000,1e-10,8,25,50,astrid,0.298969,0
100,50000000,1e-10,8,25,50,duptree,0.515464,63
100,50000000,1e-10,8,25,50,fastmulrfs-single,0.185567,8
100,50000000,1e-10,8,25,50,mulrf,0.14433,246
100,50000000,1e-10,8,25,50,stag,NA,NA
100,50000000,1e-10,8,25,100,astral-multi,0.154639,211
100,50000000,1e-10,8,25,100,apro,0.082474,9
100,50000000,1e-10,8,25,100,apro-w-true,0.082474,10
100,50000000,1e-10,8,25,100,apro-v2,0.082474,15
100,50000000,1e-10,8,25,100,astrid,0.226804,0
100,50000000,1e-10,8,25,100,duptree,0.515464,126
100,50000000,1e-10,8,25,100,fastmulrfs-single,0.164948,20
100,50000000,1e-10,8,25,100,mulrf,0.134021,684
100,50000000,1e-10,8,25,100,stag,0.659794,1
100,50000000,1e-10,8,25,500,astral-multi,0.103093,2990
100,50000000,1e-10,8,25,500,apro,0.041237,39
100,50000000,1e-10,8,25,500,apro-w-true,0.041237,34
100,50000000,1e-10,8,25,500,apro-v2,0.041237,39
100,50000000,1e-10,8,25,500,astrid,0.154639,2
100,50000000,1e-10,8,25,500,duptree,0.206186,627
100,50000000,1e-10,8,25,500,fastmulrfs-single,0.082474,277
100,50000000,1e-10,8,25,500,mulrf,0.061856,6693
100,50000000,1e-10,8,25,500,stag,0.257732,3
100,50000000,1e-10,8,50,25,astral-multi,0.164948,34
100,50000000,1e-10,8,50,25,apro,0.14433,4
100,50000000,1e-10,8,50,25,apro-w-true,0.14433,3
100,50000000,1e-10,8,50,25,apro-v2,0.14433,8
100,50000000,1e-10,8,50,25,astrid,0.216495,0
100,50000000,1e-10,8,50,25,duptree,0.412371,30
100,50000000,1e-10,8,50,25,fastmulrfs-single,0.154639,3
100,50000000,1e-10,8,50,25,mulrf,0.092784,112
100,50000000,1e-10,8,50,25,stag,NA,NA
100,50000000,1e-10,8,50,50,astral-multi,0.134021,68
100,50000000,1e-10,8,50,50,apro,0.123711,7
100,50000000,1e-10,8,50,50,apro-w-true,0.123711,9
100,50000000,1e-10,8,50,50,apro-v2,0.123711,10
100,50000000,1e-10,8,50,50,astrid,0.195876,1
100,50000000,1e-10,8,50,50,duptree,0.309278,61
100,50000000,1e-10,8,50,50,fastmulrfs-single,0.14433,6
100,50000000,1e-10,8,50,50,mulrf,0.092784,660
100,50000000,1e-10,8,50,50,stag,NA,NA
100,50000000,1e-10,8,50,100,astral-multi,0.072165,124
100,50000000,1e-10,8,50,100,apro,0.082474,10
100,50000000,1e-10,8,50,100,apro-w-true,0.082474,6
100,50000000,1e-10,8,50,100,apro-v2,0.082474,8
100,50000000,1e-10,8,50,100,astrid,0.195876,1
100,50000000,1e-10,8,50,100,duptree,0.237113,121
100,50000000,1e-10,8,50,100,fastmulrfs-single,0.061856,14
100,50000000,1e-10,8,50,100,mulrf,0.051546,604
100,50000000,1e-10,8,50,100,stag,0.556701,1
100,50000000,1e-10,8,50,500,astral-multi,0.051546,1250
100,50000000,1e-10,8,50,500,apro,0.051546,30
100,50000000,1e-10,8,50,500,apro-w-true,0.051546,25
100,50000000,1e-10,8,50,500,apro-v2,0.051546,24
100,50000000,1e-10,8,50,500,astrid,0.103093,2
100,50000000,1e-10,8,50,500,duptree,0.082474,665
100,50000000,1e-10,8,50,500,fastmulrfs-single,0.030928,131
100,50000000,1e-10,8,50,500,mulrf,0.030928,7914
100,50000000,1e-10,8,50,500,stag,0.154639,4
100,50000000,1e-10,8,100,25,astral-multi,0.113402,24
100,50000000,1e-10,8,100,25,apro,0.072165,6
100,50000000,1e-10,8,100,25,apro-w-true,0.072165,4
100,50000000,1e-10,8,100,25,apro-v2,0.072165,4
100,50000000,1e-10,8,100,25,astrid,0.164948,0
100,50000000,1e-10,8,100,25,duptree,0.113402,26
100,50000000,1e-10,8,100,25,fastmulrfs-single,0.113402,3
100,50000000,1e-10,8,100,25,mulrf,0.072165,109
100,50000000,1e-10,8,100,25,stag,NA,NA
100,50000000,1e-10,8,100,50,astral-multi,0.051546,56
100,50000000,1e-10,8,100,50,apro,0.082474,4
100,50000000,1e-10,8,100,50,apro-w-true,0.082474,4
100,50000000,1e-10,8,100,50,apro-v2,0.082474,9
100,50000000,1e-10,8,100,50,astrid,0.175258,4
100,50000000,1e-10,8,100,50,duptree,0.061856,52
100,50000000,1e-10,8,100,50,fastmulrfs-single,0.061856,12
100,50000000,1e-10,8,100,50,mulrf,0.051546,209
100,50000000,1e-10,8,100,50,stag,NA,NA
100,50000000,1e-10,8,100,100,astral-multi,0.030928,114
100,50000000,1e-10,8,100,100,apro,0.051546,10
100,50000000,1e-10,8,100,100,apro-w-true,0.051546,6
100,50000000,1e-10,8,100,100,apro-v2,0.051546,7
100,50000000,1e-10,8,100,100,astrid,0.14433,0
100,50000000,1e-10,8,100,100,duptree,0.082474,116
100,50000000,1e-10,8,100,100,fastmulrfs-single,0.051546,18
100,50000000,1e-10,8,100,100,mulrf,0.051546,651
100,50000000,1e-10,8,100,100,stag,0.340206,1
100,50000000,1e-10,8,100,500,astral-multi,0.072165,896
100,50000000,1e-10,8,100,500,apro,0.041237,21
100,50000000,1e-10,8,100,500,apro-w-true,0.041237,18
100,50000000,1e-10,8,100,500,apro-v2,0.041237,20
100,50000000,1e-10,8,100,500,astrid,0.103093,2
100,50000000,1e-10,8,100,500,duptree,0.041237,575
100,50000000,1e-10,8,100,500,fastmulrfs-single,0.020619,69
100,50000000,1e-10,8,100,500,mulrf,0.020619,8071
100,50000000,1e-10,8,100,500,stag,0.175258,4
100,50000000,1e-10,8,250,25,astral-multi,0.041237,29
100,50000000,1e-10,8,250,25,apro,0.051546,3
100,50000000,1e-10,8,250,25,apro-w-true,0.051546,3
100,50000000,1e-10,8,250,25,apro-v2,0.051546,4
100,50000000,1e-10,8,250,25,astrid,0.123711,0
100,50000000,1e-10,8,250,25,duptree,0.092784,27
100,50000000,1e-10,8,250,25,fastmulrfs-single,0.082474,3
100,50000000,1e-10,8,250,25,mulrf,0.041237,74
100,50000000,1e-10,8,250,25,stag,NA,NA
100,50000000,1e-10,8,250,50,astral-multi,0.061856,55
100,50000000,1e-10,8,250,50,apro,0.030928,6
100,50000000,1e-10,8,250,50,apro-w-true,0.030928,8
100,50000000,1e-10,8,250,50,apro-v2,0.030928,10
100,50000000,1e-10,8,250,50,astrid,0.175258,6
100,50000000,1e-10,8,250,50,duptree,0.041237,58
100,50000000,1e-10,8,250,50,fastmulrfs-single,0.030928,5
100,50000000,1e-10,8,250,50,mulrf,0.051546,232
100,50000000,1e-10,8,250,50,stag,NA,NA
100,50000000,1e-10,8,250,100,astral-multi,0.010309,116
100,50000000,1e-10,8,250,100,apro,0.010309,6
100,50000000,1e-10,8,250,100,apro-w-true,0.010309,11
100,50000000,1e-10,8,250,100,apro-v2,0.010309,11
100,50000000,1e-10,8,250,100,astrid,0.123711,1
100,50000000,1e-10,8,250,100,duptree,0.030928,113
100,50000000,1e-10,8,250,100,fastmulrfs-single,0.020619,8
100,50000000,1e-10,8,250,100,mulrf,0.030928,617
100,50000000,1e-10,8,250,100,stag,0.226804,1
100,50000000,1e-10,8,250,500,astral-multi,0.010309,901
100,50000000,1e-10,8,250,500,apro,0.020619,14
100,50000000,1e-10,8,250,500,apro-w-true,0.020619,18
100,50000000,1e-10,8,250,500,apro-v2,0.020619,16
100,50000000,1e-10,8,250,500,astrid,0.092784,2
100,50000000,1e-10,8,250,500,duptree,0.010309,558
100,50000000,1e-10,8,250,500,fastmulrfs-single,0.020619,39
100,50000000,1e-10,8,250,500,mulrf,0.010309,7216
100,50000000,1e-10,8,250,500,stag,0.051546,3
100,50000000,1e-10,9,0,25,astral-multi,0.041237,13
100,50000000,1e-10,9,0,25,apro,0.061856,3
100,50000000,1e-10,9,0,25,apro-w-true,0.061856,3
100,50000000,1e-10,9,0,25,apro-v2,0.061856,7
100,50000000,1e-10,9,0,25,astrid,0.175258,2
100,50000000,1e-10,9,0,25,duptree,0.041237,25
100,50000000,1e-10,9,0,25,fastmulrfs-single,0.061856,2
100,50000000,1e-10,9,0,25,mulrf,0.061856,85
100,50000000,1e-10,9,0,25,stag,NA,NA
100,50000000,1e-10,9,0,50,astral-multi,0.020619,43
100,50000000,1e-10,9,0,50,apro,0.020619,5
100,50000000,1e-10,9,0,50,apro-w-true,0.020619,4
100,50000000,1e-10,9,0,50,apro-v2,0.020619,5
100,50000000,1e-10,9,0,50,astrid,0.061856,1
100,50000000,1e-10,9,0,50,duptree,0.020619,52
100,50000000,1e-10,9,0,50,fastmulrfs-single,0.030928,4
100,50000000,1e-10,9,0,50,mulrf,0.030928,406
100,50000000,1e-10,9,0,50,stag,0.216495,0
100,50000000,1e-10,9,0,100,astral-multi,0.020619,107
100,50000000,1e-10,9,0,100,apro,0.041237,5
100,50000000,1e-10,9,0,100,apro-w-true,0.041237,5
100,50000000,1e-10,9,0,100,apro-v2,0.041237,10
100,50000000,1e-10,9,0,100,astrid,0.041237,0
100,50000000,1e-10,9,0,100,duptree,0.051546,106
100,50000000,1e-10,9,0,100,fastmulrfs-single,0.051546,7
100,50000000,1e-10,9,0,100,mulrf,0.051546,637
100,50000000,1e-10,9,0,100,stag,0.149485,1
100,50000000,1e-10,9,0,500,astral-multi,0.020619,587
100,50000000,1e-10,9,0,500,apro,0.010309,13
100,50000000,1e-10,9,0,500,apro-w-true,0.010309,14
100,50000000,1e-10,9,0,500,apro-v2,0.010309,15
100,50000000,1e-10,9,0,500,astrid,0.041237,2
100,50000000,1e-10,9,0,500,duptree,0.010309,520
100,50000000,1e-10,9,0,500,fastmulrfs-single,0.020619,28
100,50000000,1e-10,9,0,500,mulrf,0.020619,6455
100,50000000,1e-10,9,0,500,stag,0.051546,3
100,50000000,1e-10,9,25,25,astral-multi,0.402062,34
100,50000000,1e-10,9,25,25,apro,0.278351,5
100,50000000,1e-10,9,25,25,apro-w-true,0.278351,4
100,50000000,1e-10,9,25,25,apro-v2,0.268041,5
100,50000000,1e-10,9,25,25,astrid,0.381443,5
100,50000000,1e-10,9,25,25,duptree,0.731959,31
100,50000000,1e-10,9,25,25,fastmulrfs-single,0.340206,5
100,50000000,1e-10,9,25,25,mulrf,0.371134,108
100,50000000,1e-10,9,25,25,stag,NA,NA
100,50000000,1e-10,9,25,50,astral-multi,0.278351,95
100,50000000,1e-10,9,25,50,apro,0.206186,5
100,50000000,1e-10,9,25,50,apro-w-true,0.175258,5
100,50000000,1e-10,9,25,50,apro-v2,0.175258,10
100,50000000,1e-10,9,25,50,astrid,0.298969,4
100,50000000,1e-10,9,25,50,duptree,0.56701,64
100,50000000,1e-10,9,25,50,fastmulrfs-single,0.185567,11
100,50000000,1e-10,9,25,50,mulrf,0.278351,223
100,50000000,1e-10,9,25,50,stag,0.752577,1
100,50000000,1e-10,9,25,100,astral-multi,0.237113,252
100,50000000,1e-10,9,25,100,apro,0.092784,9
100,50000000,1e-10,9,25,100,apro-w-true,0.092784,10
100,50000000,1e-10,9,25,100,apro-v2,0.092784,15
100,50000000,1e-10,9,25,100,astrid,0.164948,0
100,50000000,1e-10,9,25,100,duptree,0.587629,125
100,50000000,1e-10,9,25,100,fastmulrfs-single,0.123711,25
100,50000000,1e-10,9,25,100,mulrf,0.257732,660
100,50000000,1e-10,9,25,100,stag,0.654639,1
100,50000000,1e-10,9,25,500,astral-multi,0.103093,2264
100,50000000,1e-10,9,25,500,apro,0.051546,41
100,50000000,1e-10,9,25,500,apro-w-true,0.051546,38
100,50000000,1e-10,9,25,500,apro-v2,0.051546,40
100,50000000,1e-10,9,25,500,astrid,0.123711,2
100,50000000,1e-10,9,25,500,duptree,0.309278,652
100,50000000,1e-10,9,25,500,fastmulrfs-single,0.082474,352
100,50000000,1e-10,9,25,500,mulrf,0.082474,7321
100,50000000,1e-10,9,25,500,stag,0.396907,4
100,50000000,1e-10,9,50,25,astral-multi,0.226804,25
100,50000000,1e-10,9,50,25,apro,0.113402,4
